y,epsilon,k,nut,U_0,U_1,U_2
0.000567512,0.168327,0.000903645,2.31085e-06,0.0338038,-2.34045e-08,0
0.000851268,0.157009,0.00135545,3.46628e-06,0.0507057,-3.51068e-08,0
0.00113502,0.145694,0.00180714,4.62141e-06,0.0676066,-4.70103e-08,0
0.00174332,0.117701,0.00338493,1.63245e-05,0.0991959,-9.60556e-08,-2.09228e-23
0.00235161,0.0897115,0.00496255,2.80264e-05,0.130785,-1.464e-07,-3.32214e-23
0.00267761,0.0858708,0.00568321,3.93483e-05,0.144008,-1.79058e-07,-2.48321e-23
0.00300362,0.0820302,0.00640387,5.06702e-05,0.157232,-2.11715e-07,-1.64428e-23
0.00332962,0.0781895,0.00712453,6.19921e-05,0.170455,-2.44373e-07,-8.05341e-24
0.00470391,0.0682969,0.0094177,0.000114672,0.215407,-3.74113e-07,2.48045e-23
0.00916136,0.0518521,0.0131157,0.000283742,0.307297,-6.54952e-07,0
0.0147607,0.0403491,0.0150259,0.000475939,0.377501,-8.11984e-07,0
0.0152906,0.0395169,0.0151467,0.000493326,0.382949,-8.21211e-07,0
0.0158205,0.0386848,0.0152675,0.000510709,0.388397,-8.32567e-07,0
0.0161045,0.0383097,0.015318,0.000519764,0.390989,-8.36654e-07,0
0.0163884,0.0379345,0.0153685,0.000528818,0.393581,-8.4074e-07,0
0.0175244,0.0364339,0.0155706,0.000565034,0.403949,-8.57084e-07,0
0.0218326,0.0317302,0.0161544,0.000698152,0.438621,-9.13166e-07,0
0.0224851,0.0311123,0.016226,0.000717881,0.44342,-9.20736e-07,0
0.0231376,0.0304946,0.0162975,0.000737607,0.44822,-9.28105e-07,0
0.0245365,0.029367,0.0164181,0.000778859,0.457536,-9.43266e-07,-7.29412e-23
0.0259353,0.0282395,0.0165386,0.000820108,0.466852,-9.57411e-07,-1.22225e-22
0.0274347,0.0272074,0.0166397,0.000863265,0.475933,-9.72439e-07,-5.08542e-23
0.0289341,0.0261754,0.0167409,0.000906421,0.485014,-9.85633e-07,-2.63129e-24
0.0293359,0.0259386,0.0167619,0.000917714,0.487236,-9.89221e-07,1.56057e-23
0.0297376,0.0257018,0.0167829,0.000929007,0.489457,-9.92809e-07,3.38427e-23
0.0305412,0.0252282,0.016825,0.000951593,0.4939,-9.99986e-07,7.03166e-23
0.0308626,0.0250388,0.0168418,0.000960627,0.495677,-1.00286e-06,8.49062e-23
0.0311841,0.0248493,0.0168586,0.000969662,0.497455,-1.00573e-06,9.94958e-23
0.0374399,0.0217351,0.0171029,0.00114088,0.52882,-1.0438e-06,-9.44156e-23
0.0383631,0.0213335,0.0171307,0.00116564,0.533114,-1.04881e-06,-1.41623e-22
0.0392863,0.0209319,0.0171585,0.0011904,0.537408,-1.04952e-06,-1.66008e-22
0.0412654,0.02019,0.0172018,0.00124225,0.545882,-1.05529e-06,-1.409e-22
0.0432445,0.0194481,0.0172452,0.00129411,0.554357,-1.05596e-06,-1.04247e-22
0.0453658,0.0187617,0.0172772,0.00134839,0.562738,-1.05576e-06,5.76971e-23
0.0608271,0.0148018,0.0173797,0.00172835,0.6165,-9.38262e-07,0
0.0614802,0.0146648,0.0173803,0.00174389,0.618549,-9.26788e-07,0
0.0621332,0.0145279,0.0173809,0.00175942,0.620597,-9.15314e-07,0
0.0649332,0.0140184,0.0173744,0.00182433,0.628751,-8.70891e-07,0
