y,epsilon,k,nut,U_0,U_1,U_2
0.000567512,0.105835,0.00319788,6.88341e-06,0.253058,1.25233e-07,0
0.000851268,0.0964679,0.00322416,9.91185e-06,0.379587,1.8785e-07,0
0.00113502,0.087101,0.00325044,1.29402e-05,0.506121,2.77971e-07,0
0.00174332,0.0629366,0.00328468,1.94168e-05,0.538071,4.18008e-07,-3.92503e-22
0.00235161,0.0387718,0.00331891,2.58932e-05,0.570023,5.97456e-07,-6.25447e-22
0.00267761,0.0348954,0.00330407,2.94398e-05,0.579471,6.86284e-07,-4.75928e-22
0.00300362,0.0310191,0.00328924,3.29863e-05,0.588918,7.75113e-07,-3.26409e-22
0.00332962,0.0271427,0.0032744,3.65328e-05,0.598365,8.63941e-07,-1.7689e-22
0.00470391,0.0179109,0.00323141,5.17621e-05,0.628355,1.2862e-06,4.3983e-22
0.00916136,0.0084851,0.00316783,0.000101905,0.684339,2.6608e-06,0
0.0147607,0.00508766,0.00312859,0.000164333,0.72365,4.13426e-06,0
0.0152906,0.00489558,0.00312556,0.000170184,0.726592,4.259e-06,0
0.0158205,0.00470355,0.00312252,0.000176036,0.729534,4.37469e-06,0
0.0161045,0.00462651,0.00312103,0.000179144,0.730905,4.4358e-06,0
0.0163884,0.00454947,0.00311954,0.000182253,0.732277,4.49691e-06,0
0.0175244,0.00424129,0.00311358,0.000194688,0.737762,4.74135e-06,0
0.0218326,0.00337343,0.00309262,0.000241312,0.755721,5.49091e-06,0
0.0224851,0.00326863,0.00308959,0.000248314,0.758169,5.5974e-06,0
0.0231376,0.00316385,0.00308657,0.000255317,0.760615,5.66264e-06,0
0.0245365,0.00298723,0.00308035,0.000270158,0.765288,5.84652e-06,-9.52821e-22
0.0259353,0.00281063,0.00307414,0.000285001,0.76996,5.98043e-06,-1.59555e-21
0.0274347,0.00266011,0.0030677,0.000300717,0.774446,6.12559e-06,-6.80409e-22
0.0289341,0.0025096,0.00306127,0.000316437,0.778931,6.21408e-06,-6.31051e-23
0.0293359,0.00247722,0.0030596,0.000320595,0.780013,6.23844e-06,1.75122e-22
0.0297376,0.00244484,0.00305792,0.000324752,0.781094,6.26279e-06,4.13349e-22
0.0305412,0.00238008,0.00305457,0.000333067,0.783258,6.31149e-06,8.89803e-22
0.0308626,0.00235418,0.00305323,0.000336394,0.784123,6.33097e-06,1.08038e-21
0.0311841,0.00232827,0.00305189,0.00033972,0.784988,6.35045e-06,1.27097e-21
0.0374399,0.00192758,0.00302654,0.000403443,0.800039,6.3528e-06,-1.08313e-21
0.0383631,0.00187846,0.00302287,0.000412729,0.802075,6.34394e-06,-1.62469e-21
0.0392863,0.00182936,0.0030192,0.000422019,0.804112,6.27512e-06,-1.9035e-21
0.0412654,0.00174296,0.00301148,0.000441618,0.808085,6.19626e-06,-1.61161e-21
