y,epsilon,k,nut,U_0,U_1,U_2
0.000425634,0.290434,0.00426351,5.91001e-06,0.396021,2.64258e-07,0
0.000496573,0.27574,0.00428162,6.82675e-06,0.462023,2.98534e-07,0
0.000567512,0.261045,0.00429972,7.74349e-06,0.528024,3.3281e-07,0
0.000851268,0.186386,0.00441098,1.23681e-05,0.559736,4.78467e-07,0
0.00113502,0.111736,0.00452221,1.69921e-05,0.591448,5.69811e-07,0
0.00143917,0.0893994,0.00460727,2.30179e-05,0.608053,7.13356e-07,0
0.00174332,0.0670645,0.00469227,2.90427e-05,0.624659,8.16404e-07,0
0.00204747,0.0571976,0.00478907,3.64187e-05,0.635215,9.44584e-07,-1.00475e-23
0.00235161,0.0473313,0.00488583,4.37936e-05,0.645773,1.03512e-06,-1.00475e-23
0.00267761,0.0419123,0.00498789,5.24107e-05,0.653282,1.14649e-06,-7.27044e-25
0.00300362,0.0364935,0.00508992,6.10268e-05,0.660792,1.22458e-06,2.52149e-23
0.00324812,0.0339766,0.00516693,6.83346e-05,0.665072,1.30314e-06,3.00648e-23
0.00349262,0.0314599,0.00524393,7.56415e-05,0.669354,1.35195e-06,1.43913e-23
0.00417977,0.0263743,0.00544743,9.66864e-05,0.67906,1.49193e-06,-1.55861e-23
0.00426713,0.0258064,0.00547279,9.93819e-05,0.680203,1.50526e-06,-2.20716e-23
0.00435448,0.0252384,0.00549814,0.000102077,0.681345,1.51859e-06,-2.85571e-23
0.00470391,0.0236104,0.00559752,0.000113821,0.685132,1.58631e-06,-1.8135e-23
0.00505334,0.0219824,0.00569688,0.000125564,0.688919,1.62847e-06,2.76299e-24
0.00542788,0.0207587,0.00579392,0.000138212,0.692153,1.68536e-06,0
0.00580242,0.0195351,0.00589095,0.000150858,0.695387,1.71803e-06,0
0.00617696,0.0185846,0.00598559,0.000164358,0.698209,1.76472e-06,0
0.0065515,0.0176342,0.00608022,0.000177857,0.701032,1.78838e-06,0
0.00695296,0.0168738,0.00617255,0.000192171,0.703544,1.82659e-06,0
0.00735441,0.0161135,0.00626487,0.000206484,0.706056,1.84272e-06,0
0.00775586,0.0154921,0.00635497,0.000221577,0.708325,1.87283e-06,0
0.00815732,0.0148708,0.00644507,0.000236669,0.710594,1.88174e-06,0
0.00858762,0.0143527,0.00653308,0.000252515,0.712672,1.9051e-06,0
0.00901792,0.0138346,0.00662109,0.00026836,0.71475,1.90798e-06,0
0.0119706,0.0114071,0.00716655,0.000381368,0.726399,1.93123e-06,0
0.0123414,0.0111918,0.00722706,0.000395363,0.72761,1.91983e-06,0
0.0127122,0.0109765,0.00728757,0.000409357,0.728821,1.90842e-06,0
0.0132065,0.0107223,0.00736669,0.00042869,0.730365,1.90651e-06,0
0.0137009,0.010468,0.00744579,0.000448021,0.73191,1.88809e-06,0
0.0142308,0.0102409,0.00752339,0.000468018,0.733398,1.88254e-06,0
0.0147607,0.0100137,0.00760098,0.000488013,0.734885,1.86148e-06,0
0.0152906,0.00980933,0.00767709,0.000508664,0.736326,1.85246e-06,0
0.0158205,0.00960497,0.00775321,0.000529315,0.737766,1.8291e-06,0
0.0163884,0.00941972,0.0078279,0.000550616,0.739167,1.81703e-06,0
0.0169564,0.00923451,0.0079026,0.000571918,0.740569,1.79183e-06,0
0.0175244,0.00906564,0.00797589,0.000593865,0.741938,1.77679e-06,0
0.0180924,0.00889681,0.0080492,0.000615812,0.743308,1.74993e-06,0
