# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
74            	smoothSolver	3.311480e-03	2.736520e-04	6	8.857480e-02	6.015670e-03	4	false	GAMG	1.380300e-01	1.227000e-03	4	true
75            	smoothSolver	3.297690e-03	2.727890e-04	6	9.447020e-02	9.392690e-03	3	false	GAMG	1.414610e-01	1.098520e-03	5	true
76            	smoothSolver	3.284230e-03	2.719350e-04	6	9.561800e-02	8.620260e-03	3	false	GAMG	1.428210e-01	8.454150e-04	4	true
77            	smoothSolver	3.270990e-03	2.711030e-04	6	1.002670e-01	9.216840e-03	3	false	GAMG	1.600550e-01	1.097050e-03	4	true
78            	smoothSolver	3.259340e-03	2.704040e-04	6	9.728460e-02	6.288620e-03	4	false	GAMG	1.438120e-01	1.117470e-03	4	true
79            	smoothSolver	3.247830e-03	2.697040e-04	6	9.722390e-02	5.825590e-03	4	false	GAMG	1.440420e-01	1.006990e-03	4	true
80            	smoothSolver	3.235990e-03	2.689540e-04	6	1.113810e-01	7.182770e-03	4	false	GAMG	1.613890e-01	1.510270e-03	4	true
81            	smoothSolver	3.226680e-03	2.683640e-04	6	1.006900e-01	9.099980e-03	3	false	GAMG	1.570640e-01	1.321390e-03	5	true
82            	smoothSolver	3.215070e-03	2.676260e-04	6	9.656330e-02	8.925410e-03	3	false	GAMG	1.481230e-01	9.999880e-04	4	true
83            	smoothSolver	3.206090e-03	2.670170e-04	6	9.360440e-02	8.833900e-03	3	false	GAMG	1.294500e-01	1.114440e-03	4	true
84            	smoothSolver	3.197220e-03	2.664340e-04	6	9.721460e-02	5.855320e-03	4	false	GAMG	1.482270e-01	9.907310e-04	4	true
85            	smoothSolver	3.188080e-03	2.658470e-04	6	9.720170e-02	9.174200e-03	3	false	GAMG	1.439360e-01	7.965070e-04	4	true
86            	smoothSolver	3.180220e-03	2.652840e-04	6	9.343180e-02	8.387670e-03	3	false	GAMG	1.478400e-01	8.339590e-04	4	true
87            	smoothSolver	3.172460e-03	2.647350e-04	6	9.405920e-02	7.760480e-03	3	false	GAMG	1.442630e-01	1.143380e-03	4	true
