y,epsilon,k,nut,U_0,U_1,U_2
0.000567512,0.168565,0.000904862,2.314e-06,0.0338101,7.40443e-10,0
0.000851268,0.15723,0.00135727,3.471e-06,0.0507152,1.11066e-09,0
0.00113502,0.145897,0.00180963,4.62783e-06,0.0676203,-8.47811e-10,0
0.00174332,0.117861,0.00338929,1.63454e-05,0.099213,8.64631e-09,1.34066e-23
0.00235161,0.0898271,0.00496887,2.80621e-05,0.130806,1.31514e-08,2.1853e-23
0.00267761,0.0859783,0.00569021,3.93973e-05,0.144029,2.02892e-08,1.64784e-23
0.00300362,0.0821296,0.00641154,5.07326e-05,0.157252,2.74269e-08,1.11039e-23
0.00332962,0.0782808,0.00713288,6.20679e-05,0.170475,3.45646e-08,5.7294e-24
0.00470391,0.0683655,0.00942802,0.000114811,0.215422,6.9081e-08,-1.57783e-23
0.00916136,0.0518916,0.0131291,0.000284107,0.3073,2.14903e-07,0
0.0147607,0.0403752,0.015041,0.000476594,0.377503,3.46224e-07,0
0.0152906,0.0395421,0.015162,0.000494008,0.382951,3.54524e-07,0
0.0158205,0.038709,0.0152829,0.000511418,0.388399,3.60489e-07,0
0.0161045,0.0383335,0.0153334,0.000520487,0.390991,3.62931e-07,0
0.0163884,0.037958,0.015384,0.000529555,0.393583,3.65374e-07,0
0.0175244,0.0364559,0.0155862,0.000565829,0.403952,3.75142e-07,0
0.0218326,0.0317476,0.0161704,0.000699153,0.438626,3.75786e-07,0
0.0224851,0.0311292,0.016242,0.000718913,0.443426,3.7318e-07,0
0.0231376,0.0305108,0.0163136,0.000738667,0.448226,3.68884e-07,0
0.0245365,0.0293823,0.0164342,0.000779981,0.457542,3.55863e-07,4.02397e-23
0.0259353,0.0282538,0.0165547,0.000821288,0.466859,3.41296e-07,6.62173e-23
0.0274347,0.027221,0.0166558,0.000864506,0.47594,3.20377e-07,2.68441e-23
0.0289341,0.0261881,0.0167569,0.000907717,0.485022,2.98086e-07,1.42583e-24
0.0293359,0.0259512,0.0167779,0.000919025,0.487244,2.90872e-07,-8.63501e-24
0.0297376,0.0257142,0.0167989,0.000930332,0.489465,2.83657e-07,-1.86959e-23
0.0305412,0.0252403,0.016841,0.000952947,0.493908,2.69229e-07,-3.88175e-23
0.0308626,0.0250507,0.0168578,0.000961993,0.495686,2.63458e-07,-4.68662e-23
0.0311841,0.0248612,0.0168746,0.000971039,0.497463,2.57686e-07,-5.49149e-23
0.0374399,0.0217449,0.0171184,0.00114243,0.528829,1.2033e-07,4.29788e-23
0.0383631,0.021343,0.0171461,0.00116722,0.533123,9.80321e-08,6.44682e-23
0.0392863,0.0209411,0.0171738,0.00119199,0.537416,7.54584e-08,7.39624e-23
0.0412654,0.0201988,0.0172169,0.00124389,0.545891,2.32816e-08,6.58908e-23
0.0432445,0.0194564,0.01726,0.00129578,0.554365,-2.85126e-08,5.24718e-23
0.0453658,0.0187697,0.0172918,0.00135009,0.562746,-8.78314e-08,-2.4574e-23
0.0608271,0.0148078,0.0173918,0.00173008,0.616506,-5.25717e-07,0
0.0614802,0.0146707,0.0173924,0.0017456,0.618553,-5.41877e-07,0
0.0621332,0.0145337,0.0173929,0.00176113,0.620601,-5.58036e-07,0
0.0649332,0.014024,0.0173859,0.00182601,0.628755,-6.34316e-07,0
0.0663332,0.0137691,0.0173824,0.00185844,0.632831,-6.72457e-07,0
0.0677332,0.0135143,0.0173789,0.00189088,0.636908,-7.03833e-07,0
0.0707343,0.0130399,0.0173633,0.00195858,0.645032,-7.78826e-07,0
0.0737355,0.0125655,0.0173476,0.00202628,0.653157,-8.45151e-07,0
0.0769523,0.0121236,0.0173236,0.00209686,0.661262,-9.15311e-07,0
0.0801692,0.0116817,0.0172995,0.00216743,0.669367,-9.74752e-07,0
0.0836172,0.0112697,0.0172671,0.00224093,0.677459,-1.0358e-06,0
0.0870652,0.0108578,0.0172347,0.00231443,0.685552,-1.08402e-06,0
0.090761,0.0104734,0.0171942,0.00239087,0.69364,-1.13101e-06,6.55752e-23
0.0944567,0.0100891,0.0171536,0.00246731,0.701728,-1.16312e-06,1.11198e-22
0.0984181,0.00973031,0.0171049,0.00254669,0.709818,-1.1906e-06,4.58798e-23
0.102379,0.00937151,0.0170562,0.00262608,0.717907,-1.2014e-06,4.36268e-25
0.106625,0.00903634,0.0169992,0.0027084,0.726004,-1.20374e-06,-7.90072e-24
0.110871,0.00870117,0.0169423,0.00279072,0.7341,-1.18803e-06,-1.83478e-23
0.115423,0.00838789,0.0168771,0.00287592,0.742209,-1.15988e-06,-1.00202e-23
0.119974,0.00807461,0.016812,0.00296112,0.750318,-1.11296e-06,4.00244e-25
0.124852,0.00778162,0.0167384,0.00304913,0.758444,-1.04989e-06,-5.69291e-23
0.12973,0.00748863,0.0166649,0.00313715,0.766569,-9.68198e-07,-9.2164e-23
0.134959,0.00721448,0.0165827,0.00322786,0.774716,-8.67442e-07,-3.50825e-23
0.140188,0.00694034,0.0165007,0.00331857,0.782862,-7.49249e-07,0
0.145792,0.00668368,0.0164098,0.00341183,0.791033,-6.10486e-07,0
0.151397,0.00642703,0.016319,0.0035051,0.799203,-4.56673e-07,0
0.157404,0.00618663,0.0162192,0.00360072,0.807401,-2.82824e-07,0
0.163411,0.00594624,0.0161194,0.00369634,0.815599,-9.75991e-08,0
0.16985,0.00572098,0.0160103,0.00379407,0.823825,1.04533e-07,0
0.176289,0.00549572,0.0159012,0.0038918,0.832052,3.13027e-07,0
0.18319,0.00528453,0.0157825,0.00399133,0.84031,5.32317e-07,0
0.190092,0.00507335,0.0156639,0.00409087,0.848568,7.51739e-07,0
0.197489,0.00487528,0.0155353,0.00419184,0.856858,9.72834e-07,0
0.204887,0.00467721,0.0154067,0.00429282,0.865148,1.1871e-06,0
0.212816,0.00449137,0.0152678,0.00439479,0.87347,1.39157e-06,0
0.220745,0.00430553,0.0151289,0.00449676,0.881791,1.58237e-06,0
0.229244,0.00413109,0.0149794,0.00459922,0.890145,1.75096e-06,0
0.237743,0.00395665,0.0148298,0.00470168,0.898498,1.90003e-06,0
0.246853,0.00379287,0.0146692,0.00480401,0.906881,2.01546e-06,0
0.255962,0.00362908,0.0145085,0.00490635,0.915264,2.1072e-06,0
0.265727,0.00347525,0.0143364,0.00500788,0.923674,2.15692e-06,0
0.275491,0.00332143,0.0141642,0.00510941,0.932084,2.18099e-06,0
0.285957,0.00317693,0.0139802,0.00520934,0.940517,2.15974e-06,0
0.296423,0.00303243,0.0137961,0.00530927,0.94895,2.11342e-06,0
0.307641,0.00289667,0.0135997,0.00540672,0.957399,2.02504e-06,0
0.318859,0.00276092,0.0134034,0.00550416,0.965848,1.91479e-06,0
0.330883,0.00263339,0.0131943,0.00559812,0.974306,1.77263e-06,-3.34902e-23
0.342907,0.00250586,0.0129853,0.00569208,0.982763,1.614e-06,-5.02353e-23
0.355795,0.0023861,0.0127634,0.00578145,0.991218,1.43937e-06,-1.77032e-23
0.368683,0.00226634,0.0125414,0.00587082,0.999673,1.25497e-06,-1.43713e-24
0.382498,0.00215395,0.0123064,0.00595439,1.00811,1.07343e-06,3.22699e-23
0.396312,0.00204156,0.0120714,0.00603795,1.01655,8.88948e-07,4.91233e-23
0.411119,0.0019362,0.0118232,0.00611438,1.02495,7.25249e-07,1.63744e-23
0.425926,0.00183084,0.0115751,0.00619081,1.03335,5.64457e-07,0
0.441797,0.00173226,0.0113141,0.00625868,1.04169,4.37407e-07,1.05055e-22
0.457668,0.00163368,0.0110531,0.00632654,1.05003,3.17173e-07,1.89929e-22
0.47468,0.0015417,0.0107799,0.00638429,1.05828,2.35452e-07,8.91108e-23
0.491692,0.00144972,0.0105067,0.00644204,1.06653,1.62002e-07,7.65992e-24
0.509926,0.00136427,0.0102223,0.00648802,1.07465,1.2276e-07,-9.85349e-23
0.52816,0.00127881,0.00993792,0.006534,1.08277,9.09999e-08,-1.8433e-22
0.547704,0.00119991,0.00964423,0.00656645,1.0907,8.21913e-08,-8.23717e-23
0.567248,0.00112101,0.00935054,0.00659891,1.09864,7.86385e-08,0
0.588197,0.00104882,0.00905033,0.006616,1.10632,8.42608e-08,0
0.609146,0.000976627,0.00875012,0.0066331,1.114,9.25067e-08,0
0.6316,0.000911433,0.00844759,0.00663303,1.12134,9.86545e-08,0
0.654054,0.000846238,0.00814506,0.00663296,1.12869,1.05323e-07,0
0.678122,0.000788483,0.00784635,0.00661424,1.13558,1.0439e-07,0
0.70219,0.000730729,0.00754764,0.00659551,1.14247,1.02852e-07,0
0.727987,0.00068101,0.00726167,0.00655784,1.14877,9.4208e-08,0
0.753784,0.000631292,0.00697569,0.00652017,1.15506,8.47501e-08,0
0.781436,0.000590364,0.00671519,0.00646643,1.16054,7.21577e-08,0
0.809087,0.000549436,0.00645469,0.00641269,1.16603,5.90393e-08,0
0.838725,0.000518236,0.00623757,0.00635215,1.17043,4.67175e-08,-9.52599e-23
0.868363,0.000487036,0.00602044,0.00629161,1.17484,3.4165e-08,-1.66578e-22
0.900131,0.000466842,0.00587036,0.00624156,1.1778,2.44136e-08,-3.82165e-23
0.931899,0.000446647,0.00572027,0.0061915,1.18076,1.44977e-08,5.79755e-23
0.965949,0.000439456,0.00566503,0.00617165,1.18184,7.3684e-09,2.86604e-22
1,0.000432264,0.0056098,0.0061518,1.18291,0,4.57864e-22
