y,epsilon,k,nut,U_0,U_1,U_2
0.000567512,8.28127e-05,5.43151e-06,1.20684e-09,0.0157842,-4.64336e-10,0
0.000851268,0.000124214,8.14721e-06,1.81025e-09,0.0236763,-6.96504e-10,0
0.00113502,0.000165618,1.08631e-05,2.41371e-09,0.0315683,-1.00703e-09,0
0.00174332,0.000286156,2.89838e-05,9.94462e-09,0.048187,-2.16621e-09,-9.59453e-24
0.00235161,0.000406698,4.71051e-05,1.74758e-08,0.0648057,-3.61942e-09,-1.55547e-23
0.00267761,0.00049158,6.7189e-05,3.05529e-08,0.0736979,-4.5704e-09,-1.04528e-23
0.00300362,0.000576463,8.72729e-05,4.36299e-08,0.0825901,-5.52139e-09,-5.35097e-24
0.00332962,0.000661346,0.000107357,5.6707e-08,0.0914823,-6.47237e-09,-2.49091e-25
0.00470391,0.00110168,0.000239465,1.76542e-07,0.128902,-1.19015e-08,1.53797e-23
0.00916136,0.00367034,0.0013016,2.64987e-06,0.248799,-3.44638e-08,0
0.0147607,0.00939344,0.00409666,2.69587e-05,0.384729,-7.19436e-08,0
0.0152906,0.00994363,0.00438789,3.11821e-05,0.396034,-7.46554e-08,0
0.0158205,0.0104938,0.00467911,3.54055e-05,0.40734,-8.39919e-08,0
0.0161045,0.0107093,0.00481399,3.8408e-05,0.412558,-8.59122e-08,0
0.0163884,0.0109249,0.00494886,4.14106e-05,0.417776,-8.78326e-08,0
0.0175244,0.011787,0.00548835,5.34206e-05,0.43865,-9.55139e-08,0
0.0218326,0.0132907,0.00698642,0.000108812,0.503643,-1.34306e-07,0
0.0224851,0.0133453,0.00715583,0.000118125,0.512077,-1.38773e-07,0
0.0231376,0.0133998,0.00732523,0.000127437,0.520512,-1.43578e-07,0
0.0245365,0.0132292,0.00757001,0.000149268,0.535613,-1.50629e-07,-6.39942e-23
0.0259353,0.0130586,0.0078148,0.000171098,0.550714,-1.55946e-07,-1.06058e-22
0.0274347,0.0127144,0.0079846,0.000196119,0.564291,-1.59733e-07,-4.80642e-23
0.0289341,0.0123701,0.00815441,0.000221139,0.577868,-1.60245e-07,-9.94497e-24
0.0293359,0.0122619,0.00818269,0.000228183,0.58094,-1.60149e-07,6.055e-24
0.0297376,0.0121537,0.00821098,0.000235226,0.584013,-1.60052e-07,2.2055e-23
0.0305412,0.0119372,0.00826755,0.000249313,0.590157,-1.59859e-07,5.40549e-23
0.0308626,0.0118506,0.00829018,0.000254948,0.592615,-1.59782e-07,6.68549e-23
0.0311841,0.0117641,0.00831281,0.000260583,0.595073,-1.59705e-07,7.96549e-23
0.0374399,0.0101162,0.00856472,0.000374248,0.635181,-1.31625e-07,-5.86374e-23
0.0383631,0.00988609,0.00858528,0.00039137,0.640337,-1.27016e-07,-8.79561e-23
