y,epsilon,k,nut,U_0,U_1,U_2
0.000567512,0.11575,0.00339043,7.54005e-06,0.263189,-3.98095e-10,0
0.000851268,0.105304,0.00341291,1.0882e-05,0.394784,-5.97142e-10,0
0.00113502,0.0948567,0.00343538,1.42238e-05,0.526379,1.12676e-09,0
0.00174332,0.0680351,0.00345588,2.13843e-05,0.557598,-1.40074e-09,1.03776e-24
0.00235161,0.0412135,0.00347637,2.85446e-05,0.588818,-9.51906e-10,2.12752e-24
0.00267761,0.0370075,0.00345751,3.25061e-05,0.598009,1.05176e-09,1.73428e-24
0.00300362,0.0328015,0.00343866,3.64677e-05,0.607201,3.05543e-09,1.34104e-24
0.00332962,0.0285955,0.0034198,4.04293e-05,0.616392,5.0591e-09,9.47799e-25
0.00470391,0.0186834,0.00336883,5.7538e-05,0.645474,1.75325e-08,-1.04151e-24
0.00916136,0.00875908,0.00330131,0.000114235,0.699394,7.48329e-08,0
0.0147607,0.00523466,0.003263,0.00018507,0.737023,1.4824e-07,0
0.0152906,0.00503626,0.00326008,0.000191715,0.739834,1.53607e-07,0
0.0158205,0.00483787,0.00325717,0.000198359,0.742644,1.62411e-07,0
0.0161045,0.00475843,0.00325574,0.00020189,0.743953,1.64922e-07,0
0.0163884,0.00467898,0.00325432,0.000205422,0.745262,1.67432e-07,0
0.0175244,0.0043612,0.00324861,0.000219548,0.750498,1.77476e-07,0
0.0218326,0.00346738,0.0032285,0.000272525,0.767631,2.15312e-07,0
0.0224851,0.00335955,0.00322558,0.000280482,0.769964,2.19557e-07,0
0.0231376,0.00325173,0.00322267,0.000288439,0.772298,2.25757e-07,0
0.0245365,0.00307017,0.00321665,0.000305306,0.776752,2.33737e-07,-1.82917e-24
0.0259353,0.0028886,0.00321063,0.000322173,0.781205,2.42561e-07,-3.14799e-24
0.0274347,0.00273395,0.00320437,0.000340037,0.785479,2.5002e-07,-1.39067e-24
0.0289341,0.0025793,0.0031981,0.000357901,0.789753,2.56878e-07,-1.23667e-25
0.0293359,0.00254605,0.00319646,0.000362626,0.790784,2.58466e-07,3.33667e-25
0.0297376,0.00251279,0.00319482,0.000367352,0.791814,2.60054e-07,7.91002e-25
0.0305412,0.00244628,0.00319154,0.000376804,0.793875,2.63231e-07,1.70567e-24
0.0308626,0.00241967,0.00319023,0.000380584,0.7947,2.64501e-07,2.07154e-24
